cd,dt,ncv,cv,cr,ov,hv,lv
KOSPI,20061206,1413.73,-6.86,-0.48,1422.75,1423.07,1399.68
KOSPI,20061205,1420.59,-5.87,-0.41,1432.97,1436.69,1420.4
KOSPI,20061204,1426.46,-7.9,-0.55,1431.01,1433.28,1426.34
KOSPI,20061201,1434.36,2.15,0.15,1433.4,1436.8,1428.24
KOSPI,20061130,1432.21,9.66,0.68,1427.67,1434.85,1427.67
KOSPI,20061129,1422.55,11.08,0.78,1413.91,1424.91,1413.54
KOSPI,20061128,1411.47,-13.66,-0.96,1407.52,1413.71,1404.67
KOSPI,20061127,1425.13,3.4,0.24,1419.8,1425.13,1415.22
KOSPI,20061124,1421.73,2.5,0.18,1419.99,1424.82,1411.27
KOSPI,20061123,1419.23,-3.31,-0.23,1419.51,1424.33,1414.8
KOSPI,20061122,1422.54,16.64,1.18,1405.34,1422.54,1405.21
KOSPI,20061121,1405.9,3.69,0.26,1402.75,1406.58,1399.97
KOSPI,20061120,1402.21,-10.01,-0.71,1413.74,1413.88,1400.83
KOSPI,20061117,1412.22,1.47,0.1,1414.17,1416.4,1407.26
KOSPI,20061116,1410.75,-1.79,-0.13,1417.68,1417.68,1409.22
KOSPI,20061115,1412.54,5.17,0.37,1412.07,1413.69,1406.86
KOSPI,20061114,1407.37,10.68,0.76,1402.92,1407.54,1400.74
KOSPI,20061113,1396.69,0.96,0.07,1399.51,1399.98,1386.76
KOSPI,20061110,1395.73,-3.71,-0.27,1393.88,1399.87,1391.69
KOSPI,20061109,1399.44,19.37,1.4,1382.4,1399.44,1382.11
KOSPI,20061108,1380.07,-7.37,-0.53,1391.23,1393.51,1379.34
KOSPI,20061107,1387.44,8.25,0.6,1389.12,1392.51,1385.41
KOSPI,20061106,1379.19,-4.69,-0.34,1379.37,1379.37,1363.71
KOSPI,20061103,1383.88,0.15,0.01,1385.17,1385.39,1379.26
KOSPI,20061102,1383.73,9.38,0.68,1371.51,1383.73,1370.3
KOSPI,20061101,1374.35,9.8,0.72,1372.03,1378.11,1366.6
KOSPI,20061031,1364.55,8.44,0.62,1356.91,1364.83,1351.08
KOSPI,20061030,1356.11,-12.98,-0.95,1363.34,1363.34,1353.46
KOSPI,20061027,1369.09,-0.04,-0.33,1378.06,1379.51,1362.44
KOSPI,20061026,1373.65,2.22,0.16,1373.99,1377.4,1369.66
KOSPI,20061025,1371.43,4.93,0.36,1368.36,1375.01,1365.8
KOSPI,20061024,1366.5,1.55,0.11,1373.57,1374.43,1364.07
KOSPI,20061023,1364.95,0.71,0.05,1367.14,1369.85,1358.93
KOSPI,20061020,1364.24,10.18,0.75,1357.37,1366.94,1357.14
KOSPI,20061019,1354.06,-0.2,-0.01,1356.61,1358.95,1350.36
KOSPI,20061018,1354.26,2.96,0.22,1345.6,1355.92,1338.0
KOSPI,20061017,1351.3,-5.42,-0.4,1360.56,1360.56,1339.89
KOSPI,20061016,1356.72,8.12,0.6,1356.59,1358.88,1350.8
KOSPI,20061013,1348.6,16.82,1.26,1349.5,1353.93,1345.97
KOSPI,20061012,1331.78,6.29,0.47,1325.7,1337.7,1323.8
KOSPI,20061011,1325.49,-2.88,-0.22,1317.68,1332.28,1315.84
KOSPI,20061010,1328.37,8.97,0.68,1322.44,1334.41,1322.44
KOSPI,20061009,1319.4,-32.6,-2.41,1356.59,1365.01,1303.62
KOSPI,20061004,1352.0,-22.22,-1.62,1366.16,1371.72,1345.83
KOSPI,20061002,1374.22,2.81,0.2,1370.27,1380.91,1367.74
KOSPI,20060929,1371.41,-0.02,0.0,1375.38,1377.37,1367.78
KOSPI,20060928,1371.43,11.4,0.84,1362.72,1372.22,1359.47
KOSPI,20060927,1360.03,16.06,1.19,1352.22,1361.12,1351.83
KOSPI,20060926,1343.97,-11.24,-0.83,1360.88,1361.56,1338.98
KOSPI,20060925,1355.21,6.83,0.51,1347.88,1357.69,1345.56
KOSPI,20060922,1348.38,-18.41,-1.35,1358.45,1360.18,1343.27
KOSPI,20060921,1366.79,0.35,0.03,1373.35,1378.79,1363.48
KOSPI,20060920,1366.44,-7.51,-0.55,1366.51,1369.18,1355.04
KOSPI,20060919,1373.95,-0.35,-0.03,1375.23,1378.99,1370.44
KOSPI,20060918,1374.3,13.2,0.97,1360.66,1378.04,1358.57
KOSPI,20060915,1361.1,2.35,0.17,1355.08,1361.2,1351.26
KOSPI,20060914,1358.75,25.62,1.92,1333.66,1358.75,1329.11
KOSPI,20060913,1333.13,5.09,0.38,1341.62,1342.38,1332.87
KOSPI,20060912,1328.04,-6.04,-0.45,1334.35,1339.31,1323.9
KOSPI,20060911,1334.08,-20.81,-1.54,1357.29,1357.29,1333.84
KOSPI,20060908,1354.89,3.72,0.28,1345.61,1358.1,1344.68
KOSPI,20060907,1351.17,-5.84,-0.43,1351.55,1353.67,1342.57
KOSPI,20060906,1357.01,-4.23,-0.31,1362.45,1364.86,1353.55
KOSPI,20060905,1361.24,2.18,0.16,1360.97,1362.47,1356.29
KOSPI,20060904,1359.06,2.39,0.18,1363.69,1365.08,1359.04
KOSPI,20060901,1356.67,3.93,0.29,1354.77,1357.01,1349.63
KOSPI,20060831,1352.74,11.39,0.85,1348.05,1361.48,1344.57
KOSPI,20060830,1341.35,-3.26,-0.24,1346.69,1346.99,1337.96
KOSPI,20060829,1344.61,16.72,1.26,1336.4,1345.3,1336.4
KOSPI,20060828,1327.89,-1.46,-0.11,1329.9,1335.64,1325.04
KOSPI,20060825,1329.35,13.62,1.04,1317.65,1333.89,1317.16
KOSPI,20060824,1315.73,-9.22,-0.7,1322.16,1322.22,1309.55
KOSPI,20060823,1324.95,-10.01,-0.75,1332.52,1333.13,1319.95
KOSPI,20060822,1334.96,13.29,1.01,1321.76,1336.11,1321.76
KOSPI,20060821,1321.67,-9.43,-0.71,1333.26,1337.7,1316.51
KOSPI,20060818,1331.1,3.32,0.25,1330.06,1336.38,1324.62
KOSPI,20060817,1327.78,12.17,0.93,1325.74,1335.41,1325.74
KOSPI,20060816,1315.61,20.5,1.58,1311.56,1319.48,1306.45
KOSPI,20060814,1295.11,3.01,0.23,1295.43,1303.89,1287.65
KOSPI,20060811,1292.1,-12.21,-0.94,1312.18,1317.19,1291.9
KOSPI,20060810,1304.31,-10.62,-0.81,1310.94,1314.76,1293.53
KOSPI,20060809,1314.93,3.83,0.29,1306.99,1321.55,1297.28
KOSPI,20060808,1311.1,21.56,1.67,1290.56,1311.1,1290.56
KOSPI,20060807,1289.54,-14.97,-1.15,1308.36,1308.59,1289.23
KOSPI,20060804,1304.51,12.46,0.96,1296.5,1305.8,1296.5
KOSPI,20060803,1292.05,-3.06,-0.24,1302.45,1304.77,1288.03
KOSPI,20060802,1295.11,7.75,0.6,1281.92,1295.11,1277.31
KOSPI,20060801,1287.36,-10.46,-0.81,1296.71,1306.91,1286.43
KOSPI,20060731,1297.82,0.75,0.06,1313.91,1316.12,1297.82
KOSPI,20060728,1297.07,0.8,0.06,1293.02,1301.69,1292.52
KOSPI,20060727,1296.27,17.19,1.34,1280.65,1299.8,1277.19
KOSPI,20060726,1279.08,-0.69,-0.05,1284.59,1286.22,1277.08
KOSPI,20060725,1279.77,16.42,1.3,1278.27,1287.48,1276.59
KOSPI,20060724,1263.35,-7.98,-0.63,1258.87,1267.63,1245.98
KOSPI,20060721,1271.33,-1.97,-0.15,1260.25,1271.58,1259.32
KOSPI,20060720,1273.3,39.65,3.21,1264.03,1273.42,1260.89
KOSPI,20060719,1233.65,0.23,0.02,1236.26,1244.58,1231.05
KOSPI,20060718,1233.42,-21.71,-1.73,1241.57,1243.58,1233.08
KOSPI,20060714,1255.13,-29.89,-2.33,1261.24,1261.24,1246.65
KOSPI,20060713,1285.02,-11.67,-0.9,1283.83,1299.07,1273.13
KOSPI,20060712,1296.69,-3.75,-0.29,1302.99,1311.27,1291.61
KOSPI,20060711,1300.44,1.15,0.09,1296.06,1301.95,1289.12
KOSPI,20060710,1299.29,25.36,1.99,1265.58,1299.41,1260.75
KOSPI,20060707,1273.93,9.97,0.79,1274.25,1278.94,1267.99
KOSPI,20060706,1263.96,-15.89,-1.24,1270.82,1277.32,1255.02
KOSPI,20060705,1279.85,-6.07,-0.47,1260.69,1286.47,1259.62
KOSPI,20060704,1285.92,-8.69,-0.67,1304.45,1305.67,1285.26
KOSPI,20060703,1294.61,-0.54,-0.04,1294.57,1298.04,1284.63
KOSPI,20060630,1295.15,32.13,2.54,1290.37,1295.43,1287.15
KOSPI,20060629,1263.02,24.31,1.96,1247.8,1267.9,1247.8
KOSPI,20060628,1238.71,-8.83,-0.71,1226.59,1238.74,1223.11
KOSPI,20060627,1247.54,9.49,0.77,1245.44,1253.41,1242.68
KOSPI,20060626,1238.05,9.43,0.77,1227.0,1239.54,1221.65
KOSPI,20060623,1228.62,-10.21,-0.82,1226.27,1228.96,1210.99
KOSPI,20060622,1238.83,11.64,0.95,1246.19,1248.28,1236.15
KOSPI,20060621,1227.19,1.36,0.11,1229.29,1232.63,1216.1
KOSPI,20060620,1225.83,-25.84,-2.06,1244.5,1244.56,1221.13
KOSPI,20060619,1251.67,-10.52,-0.83,1254.59,1260.22,1242.2
KOSPI,20060616,1262.19,42.79,3.51,1246.11,1264.87,1245.81
KOSPI,20060615,1219.4,-2.33,-0.19,1232.72,1239.86,1213.09
KOSPI,20060614,1221.73,17.87,1.48,1194.46,1230.02,1192.09
KOSPI,20060613,1203.86,-35.98,-2.9,1215.55,1218.39,1201.6
KOSPI,20060612,1239.84,4.19,0.34,1229.96,1239.84,1219.18
KOSPI,20060609,1235.65,12.52,1.02,1236.8,1240.05,1217.76
KOSPI,20060608,1223.13,-43.71,-3.45,1259.39,1262.36,1223.13
KOSPI,20060607,1266.84,-34.78,-2.67,1273.07,1279.27,1262.87
KOSPI,20060605,1301.62,-7.42,-0.57,1315.77,1315.77,1295.59
KOSPI,20060602,1309.04,13.95,1.08,1312.77,1314.77,1285.43
KOSPI,20060601,1295.09,-22.61,-1.72,1308.44,1319.05,1294.92
KOSPI,20060530,1317.7,-11.52,-0.87,1329.4,1330.6,1311.3
KOSPI,20060529,1329.22,6.79,0.51,1333.59,1340.33,1327.53
KOSPI,20060526,1322.43,26.67,2.06,1315.1,1326.34,1312.75
KOSPI,20060525,1295.76,-37.62,-2.82,1333.63,1333.65,1295.47
KOSPI,20060524,1333.38,3.52,0.26,1325.94,1335.09,1303.67
KOSPI,20060523,1329.86,-8.73,-0.65,1323.98,1334.85,1314.59
KOSPI,20060522,1338.59,-33.7,-2.46,1375.95,1376.08,1338.37
KOSPI,20060519,1372.29,7.14,0.52,1364.18,1372.29,1346.31
KOSPI,20060518,1365.15,-36.32,-2.59,1360.76,1366.78,1356.04
KOSPI,20060517,1401.47,19.36,1.4,1386.93,1403.68,1386.93
KOSPI,20060516,1382.11,-31.87,-2.25,1415.81,1416.45,1373.52
KOSPI,20060515,1413.98,-31.22,-2.16,1424.58,1424.58,1406.88
KOSPI,20060512,1445.2,-19.5,-1.33,1448.57,1454.14,1429.92
KOSPI,20060511,1464.7,13.61,0.94,1448.3,1464.7,1445.86
KOSPI,20060510,1451.09,0.65,0.04,1449.72,1455.83,1441.81
KOSPI,20060509,1450.44,-1.79,-0.12,1452.01,1461.2,1446.8
KOSPI,20060508,1452.23,11.21,0.78,1459.39,1461.05,1449.75
KOSPI,20060504,1441.02,5.85,0.41,1436.6,1441.46,1424.72
KOSPI,20060503,1435.17,0.27,0.02,1440.85,1453.5,1435.16
KOSPI,20060502,1434.9,15.17,1.07,1419.64,1435.0,1408.8
KOSPI,20060428,1419.73,-32.8,-2.26,1443.63,1443.63,1413.7
KOSPI,20060427,1452.53,1.31,0.09,1455.09,1458.67,1446.37
KOSPI,20060426,1451.22,20.07,1.4,1433.38,1451.22,1430.74
KOSPI,20060425,1431.15,0.21,0.01,1426.68,1441.72,1419.64
KOSPI,20060424,1430.94,-20.37,-1.4,1448.04,1448.04,1425.75
KOSPI,20060421,1451.31,17.16,1.2,1441.11,1458.35,1437.7
KOSPI,20060420,1434.15,-3.69,-0.26,1439.78,1445.2,1430.92
KOSPI,20060419,1437.84,10.84,0.76,1445.77,1450.93,1434.87
KOSPI,20060418,1427.0,4.37,0.31,1415.76,1432.9,1415.14
KOSPI,20060417,1422.63,-10.09,-0.7,1435.16,1436.65,1416.92
KOSPI,20060414,1432.72,27.0,1.92,1410.49,1434.68,1405.46
KOSPI,20060413,1405.72,22.13,1.6,1384.03,1405.72,1382.55
KOSPI,20060412,1383.59,-2.49,-0.18,1375.84,1384.21,1372.24
KOSPI,20060411,1386.08,-12.21,-0.87,1395.27,1397.46,1373.25
KOSPI,20060410,1398.29,-4.07,-0.29,1394.64,1402.3,1391.66
KOSPI,20060407,1402.36,5.36,0.38,1397.04,1402.36,1390.63
KOSPI,20060406,1397.0,8.23,0.59,1397.51,1406.03,1388.74
KOSPI,20060405,1388.77,3.13,0.23,1390.27,1395.64,1383.39
KOSPI,20060404,1385.64,5.89,0.43,1380.49,1388.99,1374.84
KOSPI,20060403,1379.75,20.15,1.48,1362.35,1381.67,1361.14
KOSPI,20060331,1359.6,21.46,1.6,1338.5,1360.13,1337.35
KOSPI,20060330,1338.14,5.42,0.41,1339.11,1342.66,1332.18
KOSPI,20060329,1332.72,1.41,0.11,1319.24,1337.08,1314.63
KOSPI,20060328,1331.31,0.97,0.07,1327.66,1334.12,1322.12
KOSPI,20060327,1330.34,9.11,0.69,1317.46,1335.25,1317.25
KOSPI,20060324,1321.23,8.97,0.68,1311.88,1321.23,1302.47
KOSPI,20060323,1312.26,2.43,0.19,1321.4,1327.42,1300.44
KOSPI,20060322,1309.83,-26.82,-2.01,1326.74,1326.74,1306.07
KOSPI,20060321,1336.65,-10.04,-0.75,1347.3,1348.2,1335.45
KOSPI,20060320,1346.69,5.57,0.42,1339.73,1350.02,1335.22
KOSPI,20060317,1341.12,5.14,0.38,1331.38,1342.83,1320.54
KOSPI,20060316,1335.98,2.0,0.15,1340.58,1347.13,1332.55
KOSPI,20060315,1333.98,7.68,0.58,1337.21,1342.44,1332.53
KOSPI,20060314,1326.3,-11.98,-0.9,1339.69,1340.35,1316.47
KOSPI,20060313,1338.28,18.21,1.38,1332.28,1338.5,1328.56
KOSPI,20060310,1320.07,8.86,0.68,1315.13,1328.72,1308.74
KOSPI,20060309,1311.21,-2.84,-0.22,1313.75,1324.21,1310.58
KOSPI,20060308,1314.05,-2.62,-0.2,1303.58,1322.51,1296.78
KOSPI,20060307,1316.67,-28.09,-2.09,1336.47,1336.47,1314.27
KOSPI,20060306,1344.76,15.81,1.19,1332.71,1344.77,1324.39
KOSPI,20060303,1328.95,-38.75,-2.83,1365.35,1367.17,1325.59
KOSPI,20060302,1367.7,-3.89,-0.28,1377.46,1379.3,1367.68
KOSPI,20060228,1371.59,-3.29,-0.24,1377.44,1379.71,1363.93
KOSPI,20060227,1374.88,9.06,0.66,1365.41,1374.89,1360.46
KOSPI,20060224,1365.82,4.59,0.34,1363.73,1366.71,1352.76
KOSPI,20060223,1361.23,20.65,1.54,1348.51,1362.03,1346.69
KOSPI,20060222,1340.58,-5.91,-0.44,1344.9,1356.76,1324.4
KOSPI,20060221,1346.49,-1.76,-0.13,1350.45,1352.17,1339.2
KOSPI,20060220,1348.25,15.52,1.16,1336.01,1357.73,1329.45
KOSPI,20060217,1332.73,18.41,1.4,1325.49,1333.83,1315.25
KOSPI,20060216,1314.32,10.48,0.8,1308.0,1320.1,1299.73
KOSPI,20060215,1303.84,-24.37,-1.83,1342.28,1342.4,1300.76
KOSPI,20060214,1328.21,7.42,0.56,1315.14,1330.05,1303.19
KOSPI,20060213,1320.79,-14.44,-1.08,1338.7,1338.96,1310.37
KOSPI,20060210,1335.23,13.57,1.03,1328.41,1338.33,1314.94
KOSPI,20060209,1321.66,10.67,0.81,1326.87,1329.46,1313.82
KOSPI,20060208,1310.99,-21.29,-1.6,1325.68,1344.38,1308.87
KOSPI,20060207,1332.28,-9.36,-0.7,1340.84,1348.24,1329.6
KOSPI,20060206,1341.64,8.14,0.61,1326.23,1342.21,1307.77
KOSPI,20060203,1333.5,-40.94,-2.98,1357.17,1362.37,1330.68
KOSPI,20060202,1374.44,-1.53,-0.11,1387.5,1389.55,1357.71
KOSPI,20060201,1375.97,-23.86,-1.7,1390.43,1398.19,1366.56
KOSPI,20060131,1399.83,15.27,1.1,1391.51,1403.3,1381.75
KOSPI,20060127,1384.56,31.81,2.35,1369.0,1384.56,1363.12
KOSPI,20060126,1352.75,10.16,0.76,1349.48,1352.84,1329.65
KOSPI,20060125,1342.59,15.76,1.19,1339.36,1353.32,1335.8
KOSPI,20060124,1326.83,29.4,2.27,1307.36,1328.32,1292.84
KOSPI,20060123,1297.43,-27.35,-2.06,1307.4,1327.26,1285.63
KOSPI,20060120,1324.78,-35.86,-2.64,1368.85,1377.59,1321.96
KOSPI,20060119,1360.64,7.73,0.57,1357.32,1367.53,1347.97
KOSPI,20060118,1352.91,-36.67,-2.64,1378.73,1379.46,1333.75
KOSPI,20060117,1389.58,-32.21,-2.27,1423.76,1426.21,1389.51
KOSPI,20060116,1421.79,5.51,0.39,1423.08,1425.05,1409.53
KOSPI,20060113,1416.28,13.7,0.98,1397.15,1416.28,1388.15
KOSPI,20060112,1402.58,8.49,0.61,1399.64,1411.82,1399.04
KOSPI,20060111,1394.09,-2.2,-0.16,1394.65,1400.3,1384.27
KOSPI,20060110,1396.29,-12.04,-0.85,1413.14,1417.84,1388.7
KOSPI,20060109,1408.33,-4.45,-0.31,1421.9,1421.9,1405.05
KOSPI,20060106,1412.78,17.27,1.24,1399.23,1412.79,1395.26
KOSPI,20060105,1395.51,-6.6,-0.47,1405.31,1405.31,1378.96
KOSPI,20060104,1402.11,7.24,0.52,1408.19,1412.15,1400.08
KOSPI,20060103,1394.87,5.6,0.4,1393.14,1394.92,1376.17
KOSPI,20060102,1389.27,9.9,0.72,1383.32,1389.27,1370.61
KOSPI,20051229,1379.37,11.21,0.82,1371.86,1383.14,1370.38
KOSPI,20051228,1368.16,-5.39,-0.39,1357.29,1369.42,1353.24
KOSPI,20051227,1373.55,5.98,0.44,1371.35,1376.77,1370.03
KOSPI,20051226,1367.57,8.04,0.59,1363.81,1371.63,1362.31
KOSPI,20051223,1359.53,8.66,0.64,1358.51,1360.0,1347.14
KOSPI,20051222,1350.87,-3.29,-0.24,1361.35,1364.48,1342.08
KOSPI,20051221,1354.16,13.16,0.98,1345.09,1356.39,1343.46
KOSPI,20051220,1341.0,1.6,0.12,1333.07,1344.31,1331.56
KOSPI,20051219,1339.4,18.36,1.39,1325.61,1339.48,1320.88
KOSPI,20051216,1321.04,-16.64,-1.24,1322.4,1330.46,1314.52
KOSPI,20051215,1337.68,3.41,0.26,1338.16,1343.05,1326.01
KOSPI,20051214,1334.27,-2.21,-0.17,1346.52,1349.87,1325.76
KOSPI,20051213,1336.48,3.25,0.24,1337.25,1339.69,1328.24
KOSPI,20051212,1333.23,15.81,1.2,1321.07,1337.82,1321.07
KOSPI,20051209,1317.42,-6.78,-0.51,1319.01,1332.64,1313.33
KOSPI,20051208,1324.2,-0.55,-0.04,1321.51,1328.64,1310.34
KOSPI,20051207,1324.75,3.69,0.28,1319.96,1328.95,1314.36
KOSPI,20051206,1321.06,5.91,0.45,1311.9,1324.22,1304.88
KOSPI,20051205,1315.15,5.03,0.38,1312.56,1315.41,1306.43
KOSPI,20051202,1310.12,4.14,0.32,1318.94,1319.28,1309.86
KOSPI,20051201,1305.98,8.54,0.66,1295.56,1306.02,1288.98
KOSPI,20051130,1297.44,18.06,1.41,1283.58,1300.88,1283.47
KOSPI,20051129,1279.38,-14.36,-1.11,1286.11,1295.08,1271.91
KOSPI,20051128,1293.74,0.52,0.04,1297.35,1298.83,1287.9
KOSPI,20051125,1293.22,1.51,0.12,1294.79,1298.25,1285.24
KOSPI,20051124,1291.71,9.69,0.76,1290.35,1297.96,1281.37
KOSPI,20051123,1282.02,37.52,3.01,1251.9,1283.57,1250.47
KOSPI,20051122,1244.5,-24.3,-1.92,1266.23,1266.23,1241.27
KOSPI,20051121,1268.8,-3.45,-0.27,1276.26,1277.85,1259.09
KOSPI,20051118,1272.25,2.9,0.23,1277.36,1281.18,1263.9
KOSPI,20051117,1269.35,2.19,0.17,1266.47,1272.8,1259.92
KOSPI,20051116,1267.16,13.3,1.06,1248.34,1267.2,1245.9
KOSPI,20051115,1253.86,-3.77,-0.3,1254.92,1257.55,1236.82
KOSPI,20051114,1257.63,1.51,0.12,1260.28,1262.24,1253.67
KOSPI,20051111,1256.12,21.69,1.76,1246.71,1257.25,1246.71
KOSPI,20051110,1234.43,6.84,0.56,1226.78,1235.08,1224.77
KOSPI,20051109,1227.59,0.88,0.07,1224.53,1238.73,1218.98
KOSPI,20051108,1226.71,8.24,0.68,1219.78,1226.72,1215.0
KOSPI,20051107,1218.47,-3.51,-0.29,1226.96,1227.06,1205.48
KOSPI,20051104,1221.98,4.01,0.33,1223.37,1229.17,1215.03
KOSPI,20051103,1217.97,9.59,0.79,1220.51,1220.69,1211.92
KOSPI,20051102,1208.38,19.43,1.63,1195.01,1208.66,1191.19
KOSPI,20051101,1188.95,30.84,2.66,1165.77,1191.29,1165.31
KOSPI,20051031,1158.11,17.39,1.52,1152.95,1159.67,1143.2
KOSPI,20051028,1140.72,-25.64,-2.2,1148.88,1149.35,1137.23
KOSPI,20051027,1166.36,-12.64,-1.07,1174.95,1185.7,1165.19
KOSPI,20051026,1179.0,-2.28,-0.19,1184.6,1186.22,1170.97
KOSPI,20051025,1181.28,-3.32,-0.28,1199.68,1204.34,1178.59
KOSPI,20051024,1184.6,1.12,0.09,1188.86,1193.08,1176.33
KOSPI,20051021,1183.48,21.25,1.83,1146.71,1183.49,1144.78
KOSPI,20051020,1162.23,9.1,0.79,1169.85,1173.68,1157.67
KOSPI,20051019,1153.13,-33.09,-2.79,1174.69,1174.69,1147.9
KOSPI,20051018,1186.22,9.86,0.84,1182.02,1191.91,1180.45
KOSPI,20051017,1176.36,-13.81,-1.16,1195.62,1199.91,1170.9
KOSPI,20051014,1190.17,-3.27,-0.27,1202.33,1207.24,1177.68
KOSPI,20051013,1193.44,-23.62,-1.94,1206.25,1208.0,1186.3
KOSPI,20051012,1217.06,-27.21,-2.19,1243.23,1245.85,1214.95
KOSPI,20051011,1244.27,17.09,1.39,1221.68,1244.27,1218.45
KOSPI,20051010,1227.18,26.17,2.18,1210.11,1228.44,1209.37
KOSPI,20051007,1201.01,-1.48,-0.12,1195.29,1215.25,1193.74
KOSPI,20051006,1202.49,-24.91,-2.03,1213.43,1214.6,1198.46
KOSPI,20051005,1227.4,-15.38,-1.24,1242.49,1246.41,1222.57
KOSPI,20051004,1242.78,21.77,1.78,1228.03,1244.37,1228.03
KOSPI,20050930,1221.01,-10.21,-0.83,1237.75,1238.72,1217.7
KOSPI,20050929,1231.22,2.65,0.22,1230.64,1232.98,1220.21
KOSPI,20050928,1228.57,18.94,1.57,1212.49,1228.57,1209.57
KOSPI,20050927,1209.63,3.22,0.27,1209.77,1211.9,1200.73
KOSPI,20050926,1206.41,30.53,2.6,1181.94,1206.41,1181.94
KOSPI,20050923,1175.88,-24.09,-2.01,1198.89,1199.77,1175.83
KOSPI,20050922,1199.97,3.3,0.28,1190.69,1200.23,1187.43
KOSPI,20050921,1196.67,5.74,0.48,1187.95,1199.91,1185.62
KOSPI,20050920,1190.93,16.8,1.43,1192.11,1192.25,1179.27
KOSPI,20050916,1174.13,4.54,0.39,1172.42,1176.06,1164.13
KOSPI,20050915,1169.59,-1.18,-0.1,1164.1,1178.61,1160.46
KOSPI,20050914,1170.77,12.65,1.09,1154.73,1170.77,1152.61
KOSPI,20050913,1158.12,-0.24,-0.02,1160.27,1166.22,1150.76
KOSPI,20050912,1158.36,5.86,0.51,1158.09,1166.8,1156.69
KOSPI,20050909,1152.5,7.24,0.63,1145.48,1152.51,1139.14
KOSPI,20050908,1145.26,2.27,0.2,1152.68,1153.63,1135.78
KOSPI,20050907,1142.99,20.34,1.81,1136.25,1143.0,1132.82
KOSPI,20050906,1122.65,8.15,0.73,1120.11,1135.53,1119.22
KOSPI,20050905,1114.5,-1.33,-0.12,1120.32,1121.84,1111.95
KOSPI,20050902,1115.83,9.46,0.86,1110.11,1118.87,1108.95
KOSPI,20050901,1106.37,23.04,2.13,1093.47,1106.37,1092.14
KOSPI,20050831,1083.33,10.72,1.0,1068.89,1085.14,1067.3
KOSPI,20050830,1072.61,9.45,0.89,1074.63,1078.42,1055.54
KOSPI,20050829,1063.16,-23.39,-2.15,1068.14,1073.37,1059.21
KOSPI,20050826,1086.55,-10.74,-0.98,1097.55,1103.74,1086.53
KOSPI,20050825,1097.29,3.08,0.28,1085.54,1104.25,1079.14
KOSPI,20050824,1094.21,-21.63,-1.94,1111.9,1111.91,1088.74
KOSPI,20050823,1115.84,-0.84,-0.08,1118.17,1121.89,1108.59
KOSPI,20050822,1116.68,26.8,2.46,1095.24,1116.68,1091.76
KOSPI,20050819,1089.88,-2.83,-0.26,1088.15,1092.58,1078.53
KOSPI,20050818,1092.71,-20.54,-1.85,1115.49,1115.82,1092.37
KOSPI,20050817,1113.25,-3.68,-0.33,1107.27,1114.42,1100.68
KOSPI,20050816,1116.93,-13.29,-1.18,1131.72,1137.46,1115.85
KOSPI,20050812,1130.22,6.45,0.57,1127.39,1131.97,1120.39
KOSPI,20050811,1123.77,18.91,1.71,1104.69,1123.77,1104.35
KOSPI,20050810,1104.86,5.09,0.46,1103.61,1114.4,1100.2
KOSPI,20050809,1099.77,13.13,1.21,1082.76,1099.79,1079.53
KOSPI,20050808,1086.64,-2.72,-0.25,1081.69,1088.52,1079.63
KOSPI,20050805,1089.36,-22.03,-1.98,1098.56,1101.15,1084.23
KOSPI,20050804,1111.39,-5.72,-0.51,1119.76,1122.46,1105.1
KOSPI,20050803,1117.11,-1.72,-0.15,1126.92,1129.92,1116.95
KOSPI,20050802,1118.83,2.85,0.26,1117.21,1118.85,1110.31
KOSPI,20050801,1115.98,4.69,0.42,1113.9,1116.75,1107.78
KOSPI,20050729,1111.29,6.57,0.59,1113.43,1113.43,1101.37
KOSPI,20050728,1104.72,11.69,1.07,1101.84,1106.44,1097.38
KOSPI,20050727,1093.03,2.43,0.22,1092.91,1098.67,1084.12
KOSPI,20050726,1090.6,0.9,0.08,1089.96,1094.82,1085.87
KOSPI,20050725,1089.7,15.48,1.44,1075.5,1089.96,1073.66
KOSPI,20050722,1074.22,-0.43,-0.04,1067.5,1076.7,1063.12
KOSPI,20050721,1074.65,0.25,0.02,1083.55,1086.0,1068.49
KOSPI,20050720,1074.4,-1.08,-0.1,1077.29,1086.95,1068.65
KOSPI,20050719,1075.48,13.05,1.23,1062.32,1075.51,1062.15
KOSPI,20050718,1062.43,2.83,0.27,1061.71,1068.51,1057.03
KOSPI,20050715,1059.6,-2.33,-0.22,1065.09,1066.97,1057.49
KOSPI,20050714,1061.93,11.77,1.12,1056.0,1064.92,1052.52
KOSPI,20050713,1050.16,6.28,0.6,1047.53,1050.78,1042.19
KOSPI,20050712,1043.88,3.45,0.33,1048.44,1051.28,1042.67
KOSPI,20050711,1040.43,18.48,1.81,1034.59,1043.18,1033.28
KOSPI,20050708,1021.95,-4.87,-0.47,1027.09,1029.37,1020.45
KOSPI,20050707,1026.82,7.81,0.77,1015.76,1029.2,1014.86
KOSPI,20050706,1019.01,0.2,0.02,1023.77,1025.24,1015.94
KOSPI,20050705,1018.81,-2.9,-0.28,1023.32,1025.25,1017.27
KOSPI,20050704,1021.71,3.69,0.36,1022.67,1024.05,1018.54
KOSPI,20050701,1018.02,9.86,0.98,1003.56,1018.04,1002.38
KOSPI,20050630,1008.16,9.08,0.91,997.59,1009.96,997.59
